Census_Tract,FIPS ,CITYNAME,Service_Area,Male,Female,White,African_American,Native_ American,Asian,Pacific Islander,Other,Multi-Race,Latino,Total_Population,GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
408137,84200,West Covina city,3,1550,1680,321,192,10,1356,2,8,61,1280,3230,1400000US06037408137,"Census Tract 4081.37, Los Angeles County, California",408137,South San Jose Hills,"(34.009108, -117.883356)",34.009108000000005,-117.883356
408137,99037,Unincorporated County - San Jose Hills,3,616,649,87,90,0,546,0,6,14,522,1265,1400000US06037408137,"Census Tract 4081.37, Los Angeles County, California",408137,South San Jose Hills,"(34.009108, -117.883356)",34.009108000000005,-117.883356
408138,99037,Unincorporated County - San Jose Hills,3,2917,2933,353,68,5,256,1,14,27,5126,5850,1400000US06037408138,"Census Tract 4081.38, Los Angeles County, California",408138,South San Jose Hills,"(34.019139, -117.9167095)",34.019139,-117.9167095
408139,99037,Unincorporated County - San Jose Hills,3,2246,2239,108,1,3,117,5,1,6,4244,4485,1400000US06037408139,"Census Tract 4081.39, Los Angeles County, California",408139,South San Jose Hills,"(34.012163, -117.91348)",34.012163,-117.91348
408140,36490,Industry city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037408140,"Census Tract 4081.40, Los Angeles County, California",408140,South San Jose Hills,"(34.0091825, -117.9035275)",34.0091825,-117.9035275
408140,99037,Unincorporated County - San Jose Hills,3,1999,1925,130,29,5,238,0,6,13,3503,3924,1400000US06037408140,"Census Tract 4081.40, Los Angeles County, California",408140,South San Jose Hills,"(34.0091825, -117.9035275)",34.0091825,-117.9035275
408141,84200,West Covina city,3,281,297,37,36,0,144,0,1,3,357,578,1400000US06037408141,"Census Tract 4081.41, Los Angeles County, California",408141,South San Jose Hills,"(34.0082915, -117.8946755)",34.0082915,-117.89467549999999
408141,99037,Unincorporated County - San Jose Hills,3,2493,2406,150,44,9,557,16,9,19,4095,4899,1400000US06037408141,"Census Tract 4081.41, Los Angeles County, California",408141,South San Jose Hills,"(34.0082915, -117.8946755)",34.0082915,-117.89467549999999
408202,36490,Industry city,3,68,79,45,0,0,10,0,0,2,90,147,1400000US06037408202,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,"(34.021924, -117.9637775)",34.021924,-117.96377749999999
408202,99037,Unincorporated County - Avocado Heights,3,743,718,62,6,2,91,0,8,3,1289,1461,1400000US06037408202,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,"(34.021924, -117.9637775)",34.021924,-117.96377749999999
408202,99037,Unincorporated County - Hacienda Heights,3,12,8,0,0,0,0,0,0,0,20,20,1400000US06037408202,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,"(34.021924, -117.9637775)",34.021924,-117.96377749999999
408202,99037,Unincorporated County - North Whittier,3,237,228,3,0,0,12,0,0,0,450,465,1400000US06037408202,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,"(34.021924, -117.9637775)",34.021924,-117.96377749999999
408211,36490,Industry city,3,15,17,14,0,0,16,0,0,0,2,32,1400000US06037408211,"Census Tract 4082.11, Los Angeles County, California",408211,Industry,"(34.0001605, -117.9097205)",34.0001605,-117.9097205
408211,99037,Unincorporated County - Rowland Heights,3,2994,3088,448,72,9,3329,23,0,87,2114,6082,1400000US06037408211,"Census Tract 4082.11, Los Angeles County, California",408211,Industry,"(34.0001605, -117.9097205)",34.0001605,-117.9097205
408211,99037,Unincorporated County - San Jose Hills,3,43,52,0,0,0,68,0,0,0,27,95,1400000US06037408211,"Census Tract 4082.11, Los Angeles County, California",408211,Industry,"(34.0001605, -117.9097205)",34.0001605,-117.9097205
408212,36490,Industry city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",408212,Rowland Heights,"(33.9946135, -117.8795045)",33.9946135,-117.8795045
408212,99037,Unincorporated County - Rowland Heights,3,2225,2453,546,82,5,2617,10,1,78,1339,4678,1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",408212,Rowland Heights,"(33.9946135, -117.8795045)",33.9946135,-117.8795045
408301,36490,Industry city,3,27,10,0,0,0,4,0,0,0,33,37,1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",408301,Avocado Heights,"(34.0464555, -117.997756)",34.0464555,-117.99775600000001
408301,99037,Unincorporated County - Avocado Heights,3,2651,2640,241,29,2,453,7,9,12,4538,5291,1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",408301,Avocado Heights,"(34.0464555, -117.997756)",34.0464555,-117.99775600000001
408302,36490,Industry city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",408302,Industry,"(34.0386535, -118.018099)",34.038653499999995,-118.01809899999999
408302,99037,Unincorporated County - North Whittier,3,1706,1694,267,28,4,349,0,0,41,2711,3400,1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",408302,Industry,"(34.0386535, -118.018099)",34.038653499999995,-118.01809899999999
408302,99037,Unincorporated County - Pellissier Village,3,285,295,19,0,0,41,0,0,1,519,580,1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",408302,Industry,"(34.0386535, -118.018099)",34.038653499999995,-118.01809899999999
408302,99037,Unincorporated County - Whittier Narrows,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",408302,Industry,"(34.0386535, -118.018099)",34.038653499999995,-118.01809899999999
408303,99037,Unincorporated County - North Whittier,3,1961,2077,457,48,8,366,1,13,24,3121,4038,1400000US06037408303,"Census Tract 4083.03, Los Angeles County, California",408303,Avocado Heights,"(34.035328, -118.0084775)",34.035328,-118.00847749999998
408401,99037,Unincorporated County - Hacienda Heights,3,2183,2185,398,67,3,855,3,5,26,3011,4368,1400000US06037408401,"Census Tract 4084.01, Los Angeles County, California",408401,Hacienda Heights,"(34.018007, -117.9819095)",34.018007,-117.9819095
408402,36490,Industry city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037408402,"Census Tract 4084.02, Los Angeles County, California",408402,Hacienda Heights,"(34.012346, -118.007998)",34.012346,-118.007998
408402,99037,Unincorporated County - Hacienda Heights,3,2822,2891,1112,66,7,1214,6,19,73,3216,5713,1400000US06037408402,"Census Tract 4084.02, Los Angeles County, California",408402,Hacienda Heights,"(34.012346, -118.007998)",34.012346,-118.007998
408501,99037,Unincorporated County - Hacienda Heights,3,1716,1744,219,25,3,488,2,5,44,2674,3460,1400000US06037408501,"Census Tract 4085.01, Los Angeles County, California",408501,Hacienda Heights,"(34.011155, -117.9683905)",34.011155,-117.9683905
408503,99037,Unincorporated County - Hacienda Heights,3,3104,3249,1204,93,0,2583,2,5,77,2389,6353,1400000US06037408503,"Census Tract 4085.03, Los Angeles County, California",408503,Hacienda Heights,"(33.984682, -117.985573)",33.984682,-117.985573
408504,99037,Unincorporated County - Hacienda Heights,3,2767,2836,640,48,7,1812,20,4,65,3007,5603,1400000US06037408504,"Census Tract 4085.04, Los Angeles County, California",408504,Hacienda Heights,"(33.9992735, -117.971451)",33.9992735,-117.971451
408505,99037,Unincorporated County - Hacienda Heights,3,1371,1389,449,44,3,967,4,3,33,1257,2760,1400000US06037408505,"Census Tract 4085.05, Los Angeles County, California",408505,Hacienda Heights,"(34.0016935, -117.980212)",34.0016935,-117.98021200000001
408623,99037,Unincorporated County - Hacienda Heights,3,1498,1665,378,76,1,1550,13,12,71,1062,3163,1400000US06037408623,"Census Tract 4086.23, Los Angeles County, California",408623,Hacienda Heights,"(33.9957455, -117.9377215)",33.9957455,-117.93772150000001
408624,99037,Unincorporated County - Hacienda Heights,3,1627,1743,412,55,2,1955,16,1,38,891,3370,1400000US06037408624,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,"(33.9940835, -117.949281)",33.9940835,-117.949281
408625,99037,Unincorporated County - Hacienda Heights,3,2054,2175,769,33,1,1913,4,5,64,1440,4229,1400000US06037408625,"Census Tract 4086.25, Los Angeles County, California",408625,Hacienda Heights,"(33.989193, -117.9634505)",33.989193,-117.9634505
408626,99037,Unincorporated County - Rowland Heights,3,2184,2298,293,68,2,2943,0,3,73,1100,4482,1400000US06037408626,"Census Tract 4086.26, Los Angeles County, California",408626,Rowland Heights,"(33.984523, -117.919022)",33.984522999999996,-117.919022
408627,99037,Unincorporated County - Rowland Heights,3,1555,1634,425,54,0,1877,2,3,58,770,3189,1400000US06037408627,"Census Tract 4086.27, Los Angeles County, California",408627,Rowland Heights,"(33.9754885, -117.925286)",33.975488500000004,-117.92528600000001
408628,39304,La Habra Heights city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037408628,"Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,"(33.9825995, -117.9424605)",33.9825995,-117.9424605
408628,99037,Unincorporated County - Hacienda Heights,3,2389,2696,480,52,0,3477,3,3,102,968,5085,1400000US06037408628,"Census Tract 4086.28, Los Angeles County, California",408628,Hacienda Heights,"(33.9825995, -117.9424605)",33.9825995,-117.9424605
408629,99037,Unincorporated County - Hacienda Heights,3,1433,1623,563,23,1,1719,0,4,56,690,3056,1400000US06037408629,"Census Tract 4086.29, Los Angeles County, California",408629,Hacienda Heights,"(33.97933, -117.961636)",33.97933,-117.96163600000001
408630,99037,Unincorporated County - Hacienda Heights,3,1221,1288,218,12,12,383,3,8,33,1840,2509,1400000US06037408630,"Census Tract 4086.30, Los Angeles County, California",408630,Hacienda Heights,"(34.006434, -117.9562915)",34.006434000000006,-117.9562915
408631,99037,Unincorporated County - Hacienda Heights,3,2592,2723,585,66,22,1634,1,6,60,2941,5315,1400000US06037408631,"Census Tract 4086.31, Los Angeles County, California",408631,Hacienda Heights,"(34.0007955, -117.9583205)",34.0007955,-117.95832050000001
408703,19192,Diamond Bar city,3,261,262,36,0,0,468,0,0,3,16,523,1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,"(33.960901, -117.8902285)",33.960901,-117.89022849999999
408703,39304,La Habra Heights city,3,134,143,143,8,0,60,4,0,2,60,277,1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,"(33.960901, -117.8902285)",33.960901,-117.89022849999999
408703,99037,Unincorporated County - Rowland Heights,3,2831,2999,433,41,2,4812,0,6,94,442,5830,1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",408703,Rowland Heights,"(33.960901, -117.8902285)",33.960901,-117.89022849999999
408704,99037,Unincorporated County - Rowland Heights,3,1499,1683,322,48,1,1852,16,4,65,874,3182,1400000US06037408704,"Census Tract 4087.04, Los Angeles County, California",408704,Rowland Heights,"(33.9807035, -117.8942965)",33.9807035,-117.89429650000001
408705,99037,Unincorporated County - Rowland Heights,3,2766,2868,723,79,9,3410,2,3,81,1327,5634,1400000US06037408705,"Census Tract 4087.05, Los Angeles County, California",408705,Rowland Heights,"(33.981461, -117.8780945)",33.981460999999996,-117.8780945
408706,99037,Unincorporated County - Rowland Heights,3,860,891,250,9,0,1180,5,2,35,270,1751,1400000US06037408706,"Census Tract 4087.06, Los Angeles County, California",408706,Rowland Heights,"(33.9770295, -117.87052)",33.9770295,-117.87052
408722,99037,Unincorporated County - Rowland Heights,3,2205,2375,567,43,8,2653,15,6,80,1208,4580,1400000US06037408722,"Census Tract 4087.22, Los Angeles County, California",408722,Rowland Heights,"(33.9698315, -117.9034445)",33.9698315,-117.9034445
408723,99037,Unincorporated County - Rowland Heights,3,1483,1493,320,26,2,1648,0,1,54,925,2976,1400000US06037408723,"Census Tract 4087.23, Los Angeles County, California",408723,Rowland Heights,"(33.977858, -117.901395)",33.977858000000005,-117.901395
408724,99037,Unincorporated County - Rowland Heights,3,3039,2789,222,109,1,2210,10,0,96,3180,5828,1400000US06037408724,"Census Tract 4087.24, Los Angeles County, California",408724,Rowland Heights,"(33.984203, -117.9030725)",33.984203,-117.90307250000001
408800,58072,Pomona city,3,2086,1933,443,270,6,393,3,3,47,2854,4019,1400000US06037408800,"Census Tract 4088, Los Angeles County, California",408800,Pomona,"(34.0571575, -117.7501715)",34.0571575,-117.75017150000001
430002,19990,Duarte city,3,3447,3851,1896,596,17,1484,9,16,169,3111,7298,1400000US06037430002,"Census Tract 4300.02, Los Angeles County, California",430002,Duarte,"(34.13847, -117.953691)",34.13847,-117.95369099999999
430003,19990,Duarte city,3,2301,2500,1992,273,7,934,12,29,211,1343,4801,1400000US06037430003,"Census Tract 4300.03, Los Angeles County, California",430003,Monrovia,"(34.1682255, -117.942383)",34.1682255,-117.942383
430101,19990,Duarte city,3,2231,2631,1083,383,24,700,2,20,105,2545,4862,1400000US06037430101,"Census Tract 4301.01, Los Angeles County, California",430101,Duarte,"(34.13806, -117.976469)",34.138059999999996,-117.976469
430102,19990,Duarte city,3,2576,2629,550,223,15,401,1,5,63,3947,5205,1400000US06037430102,"Census Tract 4301.02, Los Angeles County, California",430102,Duarte,"(34.126938, -117.978573)",34.126938,-117.978573
430200,7946,Bradbury city,3,543,581,549,20,0,291,0,2,30,232,1124,1400000US06037430200,"Census Tract 4302, Los Angeles County, California",430200,Bradbury,"(34.1543995, -117.968573)",34.1543995,-117.96857299999999
430200,99037,Unincorporated County - Bradbury,3,22,101,120,1,0,0,0,0,1,1,123,1400000US06037430200,"Census Tract 4302, Los Angeles County, California",430200,Bradbury,"(34.1543995, -117.968573)",34.1543995,-117.96857299999999
430301,48648,Monrovia city,3,2111,2200,2979,60,11,327,6,8,155,765,4311,1400000US06037430301,"Census Tract 4303.01, Los Angeles County, California",430301,Monrovia,"(34.172824, -117.9820805)",34.172824,-117.9820805
430302,48648,Monrovia city,3,2690,3029,3441,189,11,457,10,13,204,1394,5719,1400000US06037430302,"Census Tract 4303.02, Los Angeles County, California",430302,Monrovia,"(34.1560235, -118.0059215)",34.156023499999996,-118.00592150000001
430400,2462,Arcadia city,3,2163,2308,1478,38,4,2383,1,3,111,453,4471,1400000US06037430400,"Census Tract 4304, Los Angeles County, California",430400,Arcadia,"(34.1624785, -118.0241555)",34.1624785,-118.02415549999999
430501,71806,Sierra Madre city,3,2015,2140,3011,65,8,329,0,15,123,604,4155,1400000US06037430501,"Census Tract 4305.01, Los Angeles County, California",430501,Sierra Madre,"(34.173047, -118.04891)",34.173047,-118.04891
430502,71806,Sierra Madre city,3,3162,3655,4705,143,19,537,8,31,252,1122,6817,1400000US06037430502,"Census Tract 4305.02, Los Angeles County, California",430502,Sierra Madre,"(34.161851, -118.0532625)",34.161851,-118.0532625
430600,2462,Arcadia city,3,2114,2314,1522,46,2,2258,1,3,119,477,4428,1400000US06037430600,"Census Tract 4306, Los Angeles County, California",430600,Sierra Madre,"(34.1573315, -118.0497665)",34.1573315,-118.0497665
430701,2462,Arcadia city,3,2525,2753,1670,73,8,2532,0,17,156,822,5278,1400000US06037430701,"Census Tract 4307.01, Los Angeles County, California",430701,Arcadia,"(34.13986, -118.0557935)",34.13986,-118.05579350000001
920326,69088,Santa Clarita city,2,0,0,0,0,0,0,0,0,0,0,0,1400000US06037920326,"Census Tract 9203.26, Los Angeles County, California",920326,Unincorporated Santa Susana Mountains,"(34.364177, -118.6077495)",34.364177000000005,-118.60774950000001
920326,99037,Unincorporated County - Stevenson Ranch,2,3439,3734,3551,293,26,1674,0,28,234,1367,7173,1400000US06037920326,"Census Tract 9203.26, Los Angeles County, California",920326,Unincorporated Santa Susana Mountains,"(34.364177, -118.6077495)",34.364177000000005,-118.60774950000001
430721,2462,Arcadia city,3,2066,1884,945,57,7,1960,2,8,72,899,3950,1400000US06037430721,"Census Tract 4307.21, Los Angeles County, California",430721,Arcadia,"(34.137955, -118.0428805)",34.137955,-118.0428805
430723,2462,Arcadia city,3,2001,2331,903,82,8,2483,1,27,88,740,4332,1400000US06037430723,"Census Tract 4307.23, Los Angeles County, California",430723,Arcadia,"(34.1299445, -118.058709)",34.1299445,-118.05870900000001
430724,2462,Arcadia city,3,2316,2643,884,89,4,3322,0,12,105,543,4959,1400000US06037430724,"Census Tract 4307.24, Los Angeles County, California",430724,Arcadia,"(34.126758, -118.058631)",34.126758,-118.058631
430801,2462,Arcadia city,3,3161,3516,895,99,5,4602,4,3,131,938,6677,1400000US06037430801,"Census Tract 4308.01, Los Angeles County, California",430801,Arcadia,"(34.1375775, -118.0259295)",34.1375775,-118.02592949999999
430802,2462,Arcadia city,3,2063,2160,955,14,4,2740,0,7,103,400,4223,1400000US06037430802,"Census Tract 4308.02, Los Angeles County, California",430802,Arcadia,"(34.126444, -118.020276)",34.126444,-118.020276
430803,2462,Arcadia city,3,2627,2843,1197,32,30,3556,3,6,99,547,5470,1400000US06037430803,"Census Tract 4308.03, Los Angeles County, California",430803,Arcadia,"(34.114675, -118.020923)",34.114675,-118.020923
